municipio;latitude;longitude;hospital_estadual;hospital_federal;hospital_municipal;hospital_particular;clinica_estadual;clinica_federal;clinica_municipal;clinica_particular;consultorio_total;pronto_atendimento_total;unidade_movel_total;baixissima vulnerabilidade_n_pessoas;muito baixa vulnerabilidade_n_pessoas;baixa vulnerabilidade_n_pessoas;media vulnerabilidade_n_pessoas;alta vulnerabilidade_n_pessoas;muito alta vulnerabilidade_n_pessoas;vigilancia em saude;consultas / atendimentos / acompanhamentos;diagnostico em vigilancia epidemiologica e ambiental;diagnostico em laboratorio clinico;coleta de material;tratamentos clinicos (outras especialidades);diagnostico por ultrasonografia;diagnostico por radiologia;fisioterapia;tratamentos odontologicos;diagnostico por teste rapido;terapias especializadas;diagnostico por tomografia;diagnostico por ressonancia magnetica;pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa;diagnostico por endoscopia;metodos diagnosticos em especialidades;diagnostico por anatomia patologica e citopatologia;bucomaxilofacial;diagnostico por radiologia intervencionista;anestesiologia;hemoterapia;diagnostico e procedimentos especiais em hemoterapia;diagnostico por medicina nuclear in vivo;tratamento em oncologia;tratamento em nefrologia;componente especializado da assitencia farmaceutica;orteses, proteses e materiais especiais nao relacionados ao ato cirurgico;autorizacao / regulacao;acoes coletivas / individuais em saude;acoes relacionadas ao estabelecimento;tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas;cirurgia do aparelho circulatorio;cirurgia do sistema nervoso central e periferico;parto e nascimento;medicamentos de ambito hospitalar e urgencia;cirurgia do aparelho digestivo, orgaos anexos e parede abdominal;cirurgia do sistema osteomuscular;cirurgia obstetrica;cirurgia toracica;cirurgia em oncologia;acoes relacionadas ao atendimento;cirurgia do aparelho geniturinario;cirurgia reparadora;cirurgia das vias aereas superiores, da face, da cabeca e do pescoco;cirurgia de mama;orteses, proteses e materiais especiais relacionados ao ato cirurgico;acompanhamento e intercorrencias no pre e pos-transplante;cirurgia do aparelho da visao;cirurgia de glandulas endocrinas;cirurgia em nefrologia;outras cirurgias;coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante;acoes relacionadas a doacao de orgaos e tecidos para transplante;processamento de tecidos para transplante;transplante de orgaos, tecidos e celulas;avaliacao de morte encefalica;populacao;receita_anual;ids;categoria;cluster
ITAPECERICA DA SERRA;-23,7161;-46,8572;0;0;1;3;0;0;2;21;36;2;2;1409;37264;15758;44986;42332;13642;181;116082;0;9714;7164;0;26;2436;667;525;1284;0;0;0;202;30;1600;0;146;0;0;0;0;0;0;2567;0;0;0;280;0;0;0;0;74;0;0;0;25;0;0;204;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179574;688092231.32;0.375;Crítico;3
ITAPETININGA;-23,5886;-48,0483;0;0;0;2;0;0;1;11;360;0;10;3337;74740;26621;20523;28017;0;806;46457;0;59765;11;130;1314;6617;3;342;14;70;1052;0;571;120;1496;1518;72;0;151;55;154;0;0;0;0;52;0;62;0;21;0;0;72;125;40;112;64;3;0;2628;35;0;0;0;120;0;0;0;14;15;0;0;0;0;0;167106;759251314.59;0.512;Em risco;1
ITAPEVA;-23,9788;-48,8764;0;0;1;2;0;0;1;5;257;1;2;1626;29076;9894;19321;27923;0;515;73037;3;39359;4626;90;1069;4100;985;1641;1868;81;370;57;105;205;1209;1724;422;0;0;941;530;0;407;2462;0;0;0;19821;0;5;3;8;102;13;98;132;54;24;45;3250;44;2;6;13;207;0;0;0;1;2;10;5;0;0;2;95241;536284840.44;0.729;Estruturado;0
ITAPEVI;-23,5488;-46,9327;0;0;1;2;0;0;1;6;58;6;8;2863;46859;36206;26267;105351;13820;328;127240;0;84527;5818;688;1180;18081;1016;79;7496;25;0;0;500;0;745;0;126;0;40;0;0;0;0;0;0;0;0;1439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244131;1208954426.81;0.434;Em risco;1
ITAPIRA;-22,4357;-46,8224;0;0;1;3;0;0;6;12;125;0;2;1058;43295;4439;13429;8457;0;0;60164;13;36934;289;155;775;2971;2230;2864;1934;0;299;0;1017;100;3398;2;473;0;0;59;28;0;0;0;0;61;43290;6991;0;8;40;5;6;92;38;62;27;15;0;1401;28;0;0;1;49;0;0;0;8;6;0;0;0;0;0;75683;487708229.45;0.738;Estruturado;0
ITAPIRAPUA PAULISTA;-24,572;-49,1661;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1342;2963;0;44;1066;0;0;0;0;15;0;150;88;140;0;0;0;11;0;21;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4294;34848198.39;0.313;Crítico;3
ITAPOLIS;-21,5942;-48,8149;0;0;0;1;0;0;3;9;81;0;1;0;19478;2844;8680;7534;0;352;38214;0;5820;1054;0;611;1545;1173;879;1704;65;120;0;88;0;544;0;128;0;24;0;0;0;0;0;0;37;35010;5040;0;6;11;0;4;70;18;9;19;0;0;597;14;0;0;0;23;0;0;0;3;3;0;0;0;0;0;43536;214951404.86;0.702;Estruturado;0
ITAPORANGA;-23,7043;-49,4819;0;0;0;1;0;0;2;2;6;0;1;0;3753;710;5487;3825;0;55;5667;0;0;169;0;0;0;0;13;247;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;225;0;1;0;0;6;0;6;7;12;0;0;140;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;15197;75887846.66;0.345;Crítico;3
ITAPUI;-22,2324;-48,7197;0;0;1;0;0;0;1;1;2;1;1;0;3797;0;3907;5401;0;539;324456;0;4576;726;0;252;932;521;291;1697;71;0;0;9;0;143;0;75;0;0;0;0;0;0;0;0;0;31340;1214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14297;88466295.58;0.64;Moderado;0
ITAPURA;-20,6419;-51,5063;0;0;0;0;0;0;0;0;0;0;0;0;0;879;1133;1851;0;77;198;0;0;0;0;50;40;48;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;56780;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4994;46528402.54;0.612;Moderado;0
ITAQUAQUECETUBA;-23,4835;-46,3457;0;0;1;0;0;0;4;18;50;5;7;297;83949;34428;73998;83599;90935;279;267965;8;10565;3014;28;357;3969;13720;25;11705;1;0;0;328;36;557;0;2;0;0;0;0;0;0;0;0;0;0;10067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;379082;1207081838.37;0.34;Crítico;1
ITARARE;-24,1085;-49,3352;0;0;0;1;0;0;4;5;55;0;1;220;15966;4440;9164;13253;0;0;12833;0;8311;82;84;246;1416;0;0;72;0;21;0;159;32;422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;10;116;17;13;25;5;0;649;7;0;0;0;31;0;0;0;0;1;0;0;0;0;0;50778;205152935.89;0.363;Crítico;3
ITARIRI;-24,2834;-47,1736;0;0;0;0;0;0;0;0;1;1;0;0;3762;739;5486;4990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17754;79133687.38;0.143;Crítico;3
ITATIBA;-23,0035;-46,8464;0;0;0;3;0;0;7;42;137;2;2;9646;60878;20692;4867;23768;0;591;91814;0;43864;2124;164;2375;4983;2367;5876;6440;3;281;60;255;191;3014;149;478;0;17;0;0;15;0;987;0;43;17420;30074;0;6;0;2;47;69;40;68;46;3;0;776;54;0;13;6;44;0;0;0;1;13;0;0;0;0;0;124254;677626910.44;0.691;Estruturado;0
ITATINGA;-23,1047;-48,6157;0;0;0;1;0;0;0;0;16;0;0;0;5791;1546;4374;5413;0;62;4053;0;3724;0;0;201;676;0;1;0;0;0;0;58;0;327;0;0;0;0;0;0;0;0;0;0;2;22040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21139;112308675.94;0.432;Em risco;3
ITIRAPINA;-22,2562;-47,8166;0;0;1;0;0;0;1;0;17;0;1;0;7051;2028;691;2180;708;9;26404;0;5;321;2;0;799;304;107;1428;0;0;0;118;0;224;0;34;0;0;0;0;0;0;0;0;0;23660;10462;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18610;134859655.96;0.713;Estruturado;0
ITIRAPUA;-20,6416;-47,2194;0;0;0;0;0;0;2;0;0;0;0;0;803;0;3592;1361;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;10410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6587;32641764.02;0.334;Crítico;3
ITOBI;-21,7309;-46,9743;0;0;0;0;0;0;0;1;2;0;0;0;3016;392;1432;3025;0;0;8266;0;0;0;0;25;0;102;86;193;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7862;34895786.92;0.488;Em risco;3
ITU;-23,2544;-47,2927;0;0;1;2;0;0;1;16;214;3;2;10112;83082;23072;18494;28130;3226;988;97563;0;74475;1583;37;2565;6194;2609;883;3059;182;1177;0;438;357;2146;1032;200;0;159;0;0;0;0;0;0;108;43700;16619;0;11;24;15;82;163;63;144;91;10;0;2858;81;0;4;0;272;0;0;0;6;14;0;0;0;0;0;177150;1209104445.11;0.683;Estruturado;1
ITUPEVA;-23,1526;-47,0593;0;0;1;1;0;0;6;15;41;0;1;7465;21783;17034;2131;21100;0;377;75331;370;42953;4295;124;634;2507;2325;2223;1056;73;447;34;41;58;711;0;287;0;0;0;0;0;0;0;0;7;0;7262;0;0;0;0;11;0;0;0;24;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64330;570427639.54;0.703;Estruturado;0
ITUVERAVA;-20,3355;-47,7902;0;0;0;2;0;0;1;2;203;0;2;1955;16741;638;9985;7811;0;0;12920;1;18631;45;20;268;2004;1179;1237;169;51;512;18;9;63;62;0;202;0;0;0;0;0;0;1296;0;62;0;1490;0;20;7;0;7;0;43;15;18;6;0;732;36;0;14;0;48;0;0;0;10;2;0;0;0;0;0;42259;252911599.23;0.718;Estruturado;0
JABORANDI;-20,6884;-48,4112;0;0;1;0;0;0;1;0;5;0;1;0;2406;0;3449;0;0;248;11752;0;2021;229;0;0;0;435;0;221;0;0;0;60;0;60;0;0;0;0;0;0;0;0;0;0;0;0;1264;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6963;54893398.89;0.764;Estruturado;0
JABOTICABAL;-21,252;-48,3252;0;0;0;2;0;0;5;28;180;3;4;4125;37775;7718;9497;11763;0;297;46076;3;37796;1651;938;868;671;777;2656;928;0;157;0;664;35;1186;303;206;0;1;0;0;0;0;1762;0;0;0;25564;0;5;0;0;18;10;19;34;13;6;0;677;10;0;6;0;32;0;0;0;0;1;0;0;0;0;0;78029;479743095.57;0.789;Estruturado;0
JACAREI;-23,2983;-45,9658;0;0;0;6;0;0;3;55;394;4;4;12644;136385;29290;23837;29158;6365;1252;100696;0;135332;2025;1118;3064;7088;8682;1208;4085;2;567;268;271;396;4384;1383;159;0;177;686;1091;29;703;1881;0;15;0;25139;0;29;30;10;78;154;214;91;76;24;67;3030;105;0;11;13;148;0;1;0;5;8;0;0;0;0;0;237119;1442704827.86;0.706;Estruturado;1
JACI;-20,8805;-49,5797;0;0;0;1;0;0;0;2;0;0;0;0;569;3729;1370;1746;0;11;87;0;0;0;0;75;0;0;93;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;1052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7322;51758652.37;0.282;Crítico;3
JACUPIRANGA;-24,6963;-48,0064;0;0;0;0;0;0;1;0;9;1;0;0;6945;191;4884;3714;0;0;15146;0;8764;0;7;108;457;1105;0;601;0;0;0;21;0;208;0;0;0;0;0;0;0;0;0;0;0;0;642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17911;92114638.34;0.609;Moderado;0
JAGUARIUNA;-22,7037;-46,9851;0;0;1;1;0;0;6;32;60;1;4;2867;25921;21601;1611;6528;0;157;41131;1;40667;1008;205;2058;4643;2759;351;9347;0;660;117;210;178;2309;151;19;0;0;4;0;0;0;0;0;24;0;284;0;5;4;1;24;34;35;21;64;3;0;746;28;0;3;0;16;0;0;0;7;1;0;0;0;0;0;59921;709396458.11;0.825;Estruturado;0
JALES;-20,2672;-50,5494;0;0;0;2;0;0;1;6;160;1;3;343;28454;3853;10184;5731;0;277;32388;0;5504;1;0;0;1701;484;220;991;0;0;0;179;0;408;0;48;0;0;0;0;0;0;0;0;21;0;265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49291;257826660.14;0.647;Moderado;0
JAMBEIRO;-23,2522;-45,6942;0;0;0;0;0;0;1;1;2;0;1;408;2564;0;1920;1228;0;30;1519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6828;57112868.24;0.367;Crítico;3
JANDIRA;-23,5275;-46,9023;0;0;0;1;0;0;5;19;26;1;4;6947;31856;35113;6177;32847;4963;103;63272;0;50941;78;0;191;2440;1380;688;2347;0;0;0;273;0;708;0;48;0;0;0;0;0;0;0;0;7;0;988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127734;519594344.79;0.452;Em risco;3
JARDINOPOLIS;-21,0176;-47,7606;0;0;0;0;0;0;4;9;42;1;1;521;21191;8011;4588;8626;0;235;26715;0;0;521;0;0;16;451;1533;2949;0;0;0;77;0;233;0;220;0;0;0;0;0;0;0;0;20;0;32179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45544;240210808.17;0.662;Moderado;0
JARINU;-23,1039;-46,728;0;0;0;1;0;0;2;3;12;0;1;320;11916;4450;4476;14297;0;0;21388;0;16349;0;0;0;885;954;0;34;0;0;0;1;0;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31173;211176622.82;0.57;Em risco;0
JAU;-22,2936;-48,5592;0;0;0;4;0;0;10;116;332;2;4;2183;77911;15869;13365;22680;0;159;79753;0;36702;369;388;740;5719;2233;619;1055;156;1113;0;17;29;2385;69;210;0;0;0;34;0;0;2052;0;993;0;7078;0;6;9;12;38;11;82;125;107;25;0;3789;67;1;6;2;192;0;0;0;18;27;0;9;0;0;1;153463;624674947.45;0.654;Moderado;0
JERIQUARA;-20,3116;-47,5918;0;0;0;0;0;0;0;0;0;0;0;0;1664;0;1663;454;0;0;2025;0;0;224;0;0;0;85;0;100;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3143;35647611.31;0.455;Em risco;3
JOANOPOLIS;-22,927;-46,2741;0;0;0;1;0;0;0;0;14;0;1;0;5946;774;2735;2879;0;78;13837;0;0;152;0;106;363;0;534;366;0;0;0;0;0;96;0;87;0;0;0;0;0;0;0;0;0;0;1351;0;0;0;0;0;0;0;0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13453;73895504.79;0.624;Moderado;0
JOAO RAMALHO;-22,2473;-50,7694;0;0;0;0;0;0;0;0;1;0;0;0;1155;0;3007;0;0;110;276;0;1496;0;0;0;0;181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4577;42430188.32;0.372;Crítico;3
JOSE BONIFACIO;-21,0551;-49,6892;0;0;0;1;0;0;2;4;63;0;1;0;11276;9202;3322;12614;0;161;28990;0;3906;150;0;171;11;1361;1252;1273;118;0;0;0;0;9;0;202;0;0;0;0;0;0;0;0;88;0;6739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37707;203840572.22;0.613;Moderado;0
JULIO MESQUITA;-22,0112;-49,7873;0;0;0;0;0;0;0;1;0;0;0;0;0;0;618;3482;0;0;166;0;0;25;0;0;0;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4824;39292610.42;0.201;Crítico;3
JUMIRIM;-23,0884;-47,7868;0;0;0;0;0;0;0;0;2;0;0;0;1921;0;130;660;0;40;319;0;1799;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;18500;471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3467;40554333.39;0.712;Estruturado;0
JUNDIAI;-23,1852;-46,8974;0;0;1;11;0;0;14;291;1623;7;7;71373;245216;65079;8270;28423;17917;1545;283685;7;163768;18023;1985;7907;20357;4875;7951;7066;762;2156;529;523;662;26613;2864;1630;0;16;130;85;169;1879;0;0;1171;0;7946;0;32;83;54;153;794;184;289;163;56;67;4032;197;0;22;29;847;0;27;1;8;19;14;34;0;0;8;426935;3664002453.68;0.894;Estruturado;2
JUNQUEIROPOLIS;-21,5103;-51,4342;0;0;0;2;0;0;1;0;15;1;0;0;9603;469;4042;4372;0;26;12285;367;4738;6081;90;0;836;1478;538;411;326;0;0;39;0;691;0;18;0;0;0;0;0;0;0;0;78;45320;448;0;1;0;0;3;0;18;4;15;0;0;337;4;0;0;0;4;0;0;0;0;1;0;0;0;0;0;20978;115147216.56;0.648;Moderado;0
JUQUIA;-24,3101;-47,6426;0;0;0;0;0;0;0;0;2;1;0;0;4098;562;10164;2167;0;194;11722;0;7740;2515;0;171;692;523;194;632;0;0;0;38;0;273;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18627;96305786.11;0.548;Em risco;0
JUQUITIBA;-23,9244;-47,0653;0;0;0;0;0;0;1;0;3;0;2;0;883;1722;10445;13146;0;240;18084;0;0;1047;0;130;1292;309;0;279;0;0;0;5;0;279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31844;141324028.5;0.318;Crítico;3
LAGOINHA;-23,0846;-45,1944;0;0;0;0;0;0;0;1;1;0;1;0;1287;0;2309;1293;0;11;1408;0;0;20;0;0;0;0;0;5;0;0;0;4;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4882;39059483.4;0.326;Crítico;3
LARANJAL PAULISTA;-23,0506;-47,8375;0;0;0;1;0;0;2;3;75;0;0;783;12599;5824;1399;5300;0;0;25631;8;8509;332;8;198;1170;754;430;1267;54;0;0;200;10;297;0;126;0;0;28;0;0;0;0;0;0;1760;770;0;0;8;0;13;4;15;0;11;0;0;373;7;0;0;0;6;0;0;0;0;0;0;0;0;0;0;29047;161122522.89;0.753;Estruturado;0
LAVINIA;-21,1639;-51,0412;0;0;0;0;0;0;0;0;0;0;0;0;2278;0;1669;600;0;0;4552;0;10;77;0;0;0;0;96;1585;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;13740;5378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12581;60322095.42;0.592;Moderado;0
LAVRINHAS;-22,57;-44,9024;0;0;0;0;0;0;1;0;1;0;0;0;2193;812;3342;654;0;8;59;0;0;0;0;40;115;73;0;0;0;0;0;53;0;17;0;0;0;0;0;0;0;0;0;0;0;7900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7361;44122973.4;0.316;Crítico;3
LEME;-22,1809;-47,3841;0;0;0;2;0;0;7;22;173;2;1;3103;36490;6523;21704;29606;0;499;97340;0;43430;3896;3;1344;6017;1877;5633;8259;160;231;0;1127;0;1797;105;715;0;0;4;0;0;0;1586;0;159;0;24414;0;7;5;5;16;61;27;39;52;8;0;1092;67;0;2;1;51;0;0;0;2;9;0;0;0;0;0;105273;556675528.29;0.687;Estruturado;0
LENCOIS PAULISTA;-22,6027;-48,8037;0;0;0;2;0;0;3;18;251;1;3;2235;42649;7249;9694;4223;0;453;80062;0;34244;5431;878;983;1333;9352;1696;7547;40;364;130;175;166;775;40;160;0;103;0;0;0;0;0;0;0;0;50666;0;2;3;0;8;29;60;49;35;4;0;765;24;3;6;0;50;0;0;0;4;0;0;0;0;0;0;69533;479806570.68;0.864;Estruturado;0
LIMEIRA;-22,566;-47,397;0;0;0;4;0;0;6;54;849;1;4;15957;153609;44905;39317;34046;0;0;116966;1539;124077;1706;529;3336;11236;6462;4100;1358;0;997;181;136;340;4176;1788;819;0;2;1539;1602;22;741;1820;0;229;0;3735;0;7;74;57;63;25;103;188;118;36;51;4783;125;13;31;4;609;0;30;0;0;26;0;0;0;0;0;310783;1600219728.68;0.641;Moderado;1
LINDOIA;-22,5226;-46,65;0;0;0;0;0;0;2;0;8;0;1;0;3218;1641;832;1164;0;0;1514;0;38462;21;0;1712;391;550;1406;0;0;0;0;129;145;2323;0;139;0;0;0;0;0;0;0;0;72;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8201;57691678.84;0.728;Estruturado;0
LINS;-21,6718;-49,7526;0;0;1;3;0;0;6;29;510;0;1;2837;42004;11633;7973;8978;0;276;16508;0;16544;51;0;299;2871;0;199;356;0;50;8;160;0;448;0;93;0;0;0;0;0;0;0;0;20;0;302;0;6;0;6;23;17;26;28;59;7;0;2113;9;1;0;0;102;0;0;0;0;9;0;0;0;0;0;78978;356636120.39;0.567;Em risco;0
LORENA;-22,7334;-45,1197;0;0;0;3;0;0;5;24;254;0;2;648;53574;5847;12681;10358;1025;61;26766;0;29549;417;26;1044;3412;183;3004;3;0;561;54;268;5;3575;308;457;0;0;0;0;0;0;0;0;37;0;706;0;8;1;0;35;9;41;17;120;4;0;1634;3;0;2;0;18;0;0;0;0;6;0;0;0;0;0;89532;376917089.79;0.592;Moderado;0
LOURDES;-20,966;-50,2263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1635;192;0;0;8079;0;20;258;0;0;0;0;257;57;17;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;2908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2311;27744251.99;0.649;Moderado;0
LOUVEIRA;-23,0856;-46,9484;0;0;1;1;0;0;3;11;23;0;0;3741;15033;9714;2167;20494;246;658;30575;0;32857;759;181;1662;2668;2439;30;295;10;370;54;341;93;2520;54;1;0;0;0;0;22;0;0;0;11;0;0;0;1;3;0;16;24;25;5;17;6;0;510;27;6;9;1;4;0;5;0;0;0;0;0;0;0;0;51007;689155575.56;0.73;Estruturado;0
LUCELIA;-21,7182;-51,0215;0;0;0;1;0;0;0;1;27;0;0;0;7171;622;3008;6371;0;0;15531;0;6294;358;2;0;580;1554;479;964;0;0;0;37;0;93;0;88;0;0;0;0;0;0;0;0;22;0;10382;0;0;0;0;0;2;0;0;0;0;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22022;90926780.52;0.613;Moderado;0
LUCIANOPOLIS;-22,4294;-49,522;0;0;0;0;0;0;0;0;0;0;0;0;550;0;1656;160;0;0;3699;0;0;154;0;0;0;0;243;123;0;0;0;1;0;0;0;22;0;0;0;0;0;0;0;0;76;0;935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2412;27759902.3;0.642;Moderado;0
LUIS ANTONIO;-21,55;-47,7801;0;0;0;0;0;0;0;0;0;0;0;0;3806;0;3005;5296;0;0;11849;0;4893;305;0;0;570;0;221;1100;0;0;0;88;0;0;0;70;0;0;0;0;0;0;0;0;0;0;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15628;126178670.04;0.565;Em risco;0
LUIZIANIA;-21,6737;-50,3294;0;0;0;0;0;0;0;1;3;0;0;0;310;340;3022;903;0;3;5366;0;0;53;0;0;0;56;193;250;0;0;0;7;0;21;0;19;0;0;0;0;0;0;0;0;0;0;2520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5918;36921096.74;0.616;Moderado;0
LUPERCIO;-22,4146;-49,818;0;0;0;0;0;0;0;0;0;0;0;0;230;0;3370;159;0;2;0;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4608;31267186.21;0.31;Crítico;3
LUTECIA;-22,3384;-50,394;0;0;0;0;0;0;0;0;1;0;0;0;214;103;704;1407;0;0;1090;6;3277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2623;35011807.46;0.655;Moderado;0
MACATUBA;-22,5002;-48,7102;0;0;0;1;0;0;4;13;18;0;0;0;7856;2855;3109;2737;0;105;18287;0;5237;454;0;68;782;958;943;693;0;0;0;15;0;169;0;216;0;0;0;0;0;0;0;0;17;0;5586;0;9;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17263;127275511.45;0.793;Estruturado;0
MACAUBAL;-20,8022;-49,9687;0;0;0;1;0;0;1;0;5;0;0;0;2214;321;2698;2068;0;42;2420;0;205;23;0;0;0;350;0;0;0;0;0;4;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8174;49090294.7;0.355;Crítico;3
MACEDONIA;-20,1444;-50,1973;0;0;0;0;0;0;0;0;2;0;0;0;1136;0;2212;579;0;6;912;0;0;231;0;0;0;68;43;1;0;0;0;16;0;49;0;0;0;0;0;0;0;0;0;0;0;0;1818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3686;35180699.04;0.483;Em risco;3
MAGDA;-20,6445;-50,2305;0;0;0;0;0;0;1;0;1;0;0;0;1154;187;1822;0;0;2;383;0;1277;0;0;0;0;357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3086;37758368.18;0.536;Em risco;0
